"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"358","Seated Front Deltoid","mobility","full_body","full body","['chest']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Sit upright on the floor with your legs bent, your partner standing behind you. Stick your arms straight out to your sides, with your palms facing the ground. Attempt to move them as far behind you as possible, as your assistant holds your wrists. This will be your starting position.', 'Keeping your elbows straight, attempt to move your arms to the front, with your partner gently restraining you to prevent any actual movement for 10-20 seconds.', 'Now, relax your muscles and allow your partner to gently increase the stretch on the shoulders and chest. Hold for 10 to 20 seconds.']","front_deltoid","","Mobility","[]","0.4","0.6","0.4","24"
"359","Seated Two-Arm Palms-Up Low-Pulley Wrist Curl","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['cable']","","['Put a bench in front of a low pulley machine that has a barbell or EZ Curl attachment on it.', 'Move the bench far enough away so that when you bring the handle to the top of your thighs tension is created on the cable due to the weight stack being moved up.', 'Now hold the handle with both hands, palms up, using a shoulder-width grip.', 'Step back and sit on the bench with your feet about shoulder width apart, firmly on the floor.', 'Lean forward and place the forearms on your thighs with the back of your wrists over your knees. This will be your starting position.', 'Lower the bar as far as possible, while inhaling and keeping a tight grip.', 'Now curl the bar up as high as possible while contracting the forearms. Tip: Only the wrist should move; not the forearms.', 'After a second contraction at the top go back to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","two_arm_palms_up_low_pulley_wrist_curl","","Bodybuilding","[]","0.4","0.6","0.4","24"
"360","Side Jackknife","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","[]","side_jackknife","","Bodybuilding","[]","0.4","0.6","0.4","24"
"361","Side Leg Raises","isolation","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand next to a chair, which you may hold onto as a support. Stand on one leg. This will be your starting position.', 'Keeping your leg straight, raise it as far out to the side as possible, and swing it back down, allowing it to cross the opposite leg.', 'Repeat this swinging motion 5-10 times, increasing the range of motion as you do so.']","side_leg_raises","","Bodybuilding","[]","0.4","0.6","0.4","24"
"383","Double-Unders","plyometric","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"363","Speed Band Overhead Triceps","isolation","triceps","posterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['bands']","","['For this exercise anchor a band to the ground. We used an incline bench and anchored the band to the base, standing over the bench. Alternatively, this could be performed standing on the band.', 'To begin, pull the band behind your head, holding it with a pronated grip and your elbows up. This will be your starting position.', 'To perform the movement, extend through the elbow to to straighten your arms, ensuring that you keep your upper arm in place.', 'Pause, and then return to the starting position.']","speed_overhead_triceps","","Bodybuilding","[]","0.4","0.6","0.4","24"
"365","Standing Elevated Quad Stretch","mobility","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Start by standing with your back about two to three feet away from a bench or step.', 'Lift one leg behind you and rest your foot on the step,either on your instep or the ball of your foot, whichever you find most comfortable.', 'Keep your supporting knee slightly bent and avoid letting that knee extend out beyond your toes. Switch sides.']","elevated_quad_stretch","","Mobility","[]","0.4","0.6","0.4","24"
"366","Step-up with Knee Raise","isolation","glutes","posterior lower","['hamstrings', 'quadriceps']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position.', 'Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can.', 'Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg.']","step_up_with_knee_raise","","Bodybuilding","[]","0.4","0.6","0.4","24"
"367","Straight Bar Bench Mid Rows","horizontal_push","full_body","full body","['biceps', 'lats']","moderate","intermediate","True","False","False","time","['strength']","['barbell']","","['Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position.', 'Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking.', 'After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down.']","straight_bar_bench_mid_rows","","All","[]","0.6","0.8","0.4","48"
"368","Underhand Cable Pulldowns","vertical_pull","lats","posterior upper","['biceps', 'full_body', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['cable']","","['Sit down on a pull-down machine with a wide bar attached to the top pulley. Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar.', 'Grab the pull-down bar with the palms facing your torso (a supinated grip). Make sure that the hands are placed closer than the shoulder width.', 'As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.', 'As you breathe out, pull the bar down until it touches your upper chest by drawing the shoulders and the upper arms down and back. Tip: Concentrate on squeezing the back muscles once you reach the fully contracted position and keep the elbows close to your body. The upper torso should remain stationary as your bring the bar to you and only the arms should move. The forearms should do no other work other than hold the bar.', 'After a second on the contracted position, while breathing in, slowly bring the bar back to the starting position when your arms are fully extended and the lats are fully stretched.', 'Repeat this motion for the prescribed amount of repetitions.']","underhand_pulldowns","","All","[]","0.4","0.6","0.4","24"
